Emocion,Termino_emocional,Lista_sinonimos,Negacion_Considerar,Respuesta,Notas_Culturales,Intensidad,
ira,ulular,,sí,,NRC EmoLex,media,
ira,desesperación,,sí,,NRC EmoLex,media,
ira,horrible,,sí,,NRC EmoLex,media,
ira,horrible,,sí,,NRC EmoLex,media,
ira,horrendo,,sí,,NRC EmoLex,media,
ira,horror,,sí,,NRC EmoLex,media,
ira,rehén,,sí,,NRC EmoLex,media,
ira,hostil,,sí,,NRC EmoLex,media,
ira,hostilidades,,sí,,NRC EmoLex,media,
ira,hostilidad,,sí,,NRC EmoLex,media,
ira,caliente,,sí,,NRC EmoLex,media,
ira,aullido,,sí,,NRC EmoLex,media,
ira,Suspiro,,sí,,NRC EmoLex,media,
ira,farsante,,sí,,NRC EmoLex,media,
ira,humillar,,sí,,NRC EmoLex,media,
ira,caza,,sí,,NRC EmoLex,media,
ira,herir,,sí,,NRC EmoLex,media,
ira,hiriente,,sí,,NRC EmoLex,media,
ira,lastimando,,sí,,NRC EmoLex,media,
ira,histérico,,sí,,NRC EmoLex,media,
ira,idiotez,,sí,,NRC EmoLex,media,
ira,idiota,,sí,,NRC EmoLex,media,
ira,enfermo,,sí,,NRC EmoLex,media,
ira,ilegal,,sí,,NRC EmoLex,media,
ira,ilegalidad,,sí,,NRC EmoLex,media,
ira,ilegítimo,,sí,,NRC EmoLex,media,
ira,ilícito,,sí,,NRC EmoLex,media,
ira,inmadurez,,sí,,NRC EmoLex,media,
ira,inmoral,,sí,,NRC EmoLex,media,
ira,inmoralidad,,sí,,NRC EmoLex,media,
ira,impermeable,,sí,,NRC EmoLex,media,
ira,implicar,,sí,,NRC EmoLex,media,
ira,impotencia,,sí,,NRC EmoLex,media,
ira,encarcelado,,sí,,NRC EmoLex,media,
ira,prisión,,sí,,NRC EmoLex,media,
ira,inadmisible,,sí,,NRC EmoLex,media,
ira,inadecuado,,sí,,NRC EmoLex,media,
ira,inatención,,sí,,NRC EmoLex,media,
ira,encarcelamiento,,sí,,NRC EmoLex,media,
ira,en caso,,sí,,NRC EmoLex,media,
ira,incendiario,,sí,,NRC EmoLex,media,
ira,incienso,,sí,,NRC EmoLex,media,
ira,incesto,,sí,,NRC EmoLex,media,
ira,incitar,,sí,,NRC EmoLex,media,
ira,incompatible,,sí,,NRC EmoLex,media,
ira,incompetente,,sí,,NRC EmoLex,media,
ira,incongruente,,sí,,NRC EmoLex,media,
ira,desconsiderado,,sí,,NRC EmoLex,media,
ira,inconveniente,,sí,,NRC EmoLex,media,
ira,incrédulo,,sí,,NRC EmoLex,media,
ira,incurable,,sí,,NRC EmoLex,media,
ira,indecencia,,sí,,NRC EmoLex,media,
ira,escritura,,sí,,NRC EmoLex,media,
ira,procesar,,sí,,NRC EmoLex,media,
ira,indiferencia,,sí,,NRC EmoLex,media,
ira,indignado,,sí,,NRC EmoLex,media,
ira,indignación,,sí,,NRC EmoLex,media,
ira,adoctrinamiento,,sí,,NRC EmoLex,media,
ira,inepto,,sí,,NRC EmoLex,media,
ira,desigualdad,,sí,,NRC EmoLex,media,
ira,inexcusable,,sí,,NRC EmoLex,media,
ira,infame,,sí,,NRC EmoLex,media,
ira,infanticidio,,sí,,NRC EmoLex,media,
ira,infantil,,sí,,NRC EmoLex,media,
ira,infierno,,sí,,NRC EmoLex,media,
ira,infiel,,sí,,NRC EmoLex,media,
ira,infidelidad,,sí,,NRC EmoLex,media,
ira,infligir,,sí,,NRC EmoLex,media,
ira,infracción,,sí,,NRC EmoLex,media,
ira,inhibir,,sí,,NRC EmoLex,media,
ira,inhumano,,sí,,NRC EmoLex,media,
ira,hostil,,sí,,NRC EmoLex,media,
ira,lesionar,,sí,,NRC EmoLex,media,
ira,perjudicial,,sí,,NRC EmoLex,media,
ira,lesión,,sí,,NRC EmoLex,media,
ira,injusticia,,sí,,NRC EmoLex,media,
ira,inoperante,,sí,,NRC EmoLex,media,
ira,loco,,sí,,NRC EmoLex,media,
ira,locura,,sí,,NRC EmoLex,media,
ira,inseguro,,sí,,NRC EmoLex,media,
ira,insidioso,,sí,,NRC EmoLex,media,
ira,insignificante,,sí,,NRC EmoLex,media,
ira,instintivo,,sí,,NRC EmoLex,media,
ira,insuficiencia,,sí,,NRC EmoLex,media,
ira,insulto,,sí,,NRC EmoLex,media,
ira,insultante,,sí,,NRC EmoLex,media,
ira,insurrección,,sí,,NRC EmoLex,media,
ira,intenso,,sí,,NRC EmoLex,media,
ira,interminable,,sí,,NRC EmoLex,media,
ira,interrumpir,,sí,,NRC EmoLex,media,
ira,intimidación,,sí,,NRC EmoLex,media,
ira,intolerable,,sí,,NRC EmoLex,media,
ira,intolerancia,,sí,,NRC EmoLex,media,
ira,intolerante,,sí,,NRC EmoLex,media,
ira,intratable,,sí,,NRC EmoLex,media,
ira,intruso,,sí,,NRC EmoLex,media,
ira,intruso,,sí,,NRC EmoLex,media,
ira,invadir,,sí,,NRC EmoLex,media,
ira,invasor,,sí,,NRC EmoLex,media,
ira,invasión,,sí,,NRC EmoLex,media,
ira,involución,,sí,,NRC EmoLex,media,
ira,intervención,,sí,,NRC EmoLex,media,
ira,airado,,sí,,NRC EmoLex,media,
ira,ira,,sí,,NRC EmoLex,media,
ira,irreconciliable,,sí,,NRC EmoLex,media,
ira,irritabilidad,,sí,,NRC EmoLex,media,
ira,irritable,,sí,,NRC EmoLex,media,
ira,irritante,,sí,,NRC EmoLex,media,
ira,irritación,,sí,,NRC EmoLex,media,
ira,pinchazo,,sí,,NRC EmoLex,media,
ira,celoso,,sí,,NRC EmoLex,media,
ira,celos,,sí,,NRC EmoLex,media,
ira,poner en peligro,,sí,,NRC EmoLex,media,
ira,imbécil,,sí,,NRC EmoLex,media,
ira,patada,,sí,,NRC EmoLex,media,
ira,pateando,,sí,,NRC EmoLex,media,
ira,secuestrar,,sí,,NRC EmoLex,media,
ira,asesinato,,sí,,NRC EmoLex,media,
ira,cordón,,sí,,NRC EmoLex,media,
ira,rezagado,,sí,,NRC EmoLex,media,
ira,latigazo,,sí,,NRC EmoLex,media,
ira,latente,,sí,,NRC EmoLex,media,
ira,lava,,sí,,NRC EmoLex,media,
ira,desorden,,sí,,NRC EmoLex,media,
ira,demanda judicial,,sí,,NRC EmoLex,media,
ira,abogado,,sí,,NRC EmoLex,media,
ira,legalizado,,sí,,NRC EmoLex,media,
ira,leucemia,,sí,,NRC EmoLex,media,
ira,difamación,,sí,,NRC EmoLex,media,
ira,liberar,,sí,,NRC EmoLex,media,
ira,mentir,,sí,,NRC EmoLex,media,
ira,relámpago,,sí,,NRC EmoLex,media,
ira,limitado,,sí,,NRC EmoLex,media,
ira,espíritu,,sí,,NRC EmoLex,media,
ira,litigar,,sí,,NRC EmoLex,media,
ira,litigioso,,sí,,NRC EmoLex,media,
ira,lívido,,sí,,NRC EmoLex,media,
ira,poco dispuesto,,sí,,NRC EmoLex,media,
ira,detestar,,sí,,NRC EmoLex,media,
ira,repugnante,,sí,,NRC EmoLex,media,
ira,solitaria,,sí,,NRC EmoLex,media,
ira,perder,,sí,,NRC EmoLex,media,
ira,perdiendo,,sí,,NRC EmoLex,media,
ira,pérdida,,sí,,NRC EmoLex,media,
ira,volumen,,sí,,NRC EmoLex,media,
ira,locura,,sí,,NRC EmoLex,media,
ira,lunático,,sí,,NRC EmoLex,media,
ira,mintiendo,,sí,,NRC EmoLex,media,
ira,linchar,,sí,,NRC EmoLex,media,
ira,enojado,,sí,,NRC EmoLex,media,
ira,enloquecer,,sí,,NRC EmoLex,media,
ira,loco,,sí,,NRC EmoLex,media,
ira,Locura,,sí,,NRC EmoLex,media,
ira,malévolo,,sí,,NRC EmoLex,media,
ira,malicia,,sí,,NRC EmoLex,media,
ira,malicioso,,sí,,NRC EmoLex,media,
ira,maligno,,sí,,NRC EmoLex,media,
ira,maligno,,sí,,NRC EmoLex,media,
ira,negligencia profesional,,sí,,NRC EmoLex,media,
ira,mutilar,,sí,,NRC EmoLex,media,
ira,maníaco,,sí,,NRC EmoLex,media,
ira,manipulación,,sí,,NRC EmoLex,media,
ira,homicidio involuntario,,sí,,NRC EmoLex,media,
ira,marcial,,sí,,NRC EmoLex,media,
ira,masoquismo,,sí,,NRC EmoLex,media,
ira,masacre,,sí,,NRC EmoLex,media,
ira,maestría,,sí,,NRC EmoLex,media,
ira,entrometerse,,sí,,NRC EmoLex,media,
ira,melodrama,,sí,,NRC EmoLex,media,
ira,amenaza,,sí,,NRC EmoLex,media,
ira,amenazador,,sí,,NRC EmoLex,media,
ira,poderoso,,sí,,NRC EmoLex,media,
ira,milicia,,sí,,NRC EmoLex,media,
ira,mal comportamiento,,sí,,NRC EmoLex,media,
ira,Idea equivocada,,sí,,NRC EmoLex,media,
ira,miserable,,sí,,NRC EmoLex,media,
ira,miseria,,sí,,NRC EmoLex,media,
ira,engañar,,sí,,NRC EmoLex,media,
ira,engañoso,,sí,,NRC EmoLex,media,
ira,perder,,sí,,NRC EmoLex,media,
ira,tergiversado,,sí,,NRC EmoLex,media,
ira,declaración errónea,,sí,,NRC EmoLex,media,
ira,amante,,sí,,NRC EmoLex,media,
ira,malentendido,,sí,,NRC EmoLex,media,
ira,multitud,,sí,,NRC EmoLex,media,
ira,burlón,,sí,,NRC EmoLex,media,
ira,acoso,,sí,,NRC EmoLex,media,
ira,dinero,,sí,,NRC EmoLex,media,
ira,monstruosidad,,sí,,NRC EmoLex,media,
ira,temperamental,,sí,,NRC EmoLex,media,
ira,moral,,sí,,NRC EmoLex,media,
ira,moralidad,,sí,,NRC EmoLex,media,
ira,morbosidad,,sí,,NRC EmoLex,media,
ira,mortalidad,,sí,,NRC EmoLex,media,
ira,mosquito,,sí,,NRC EmoLex,media,
ira,triste,,sí,,NRC EmoLex,media,
ira,manguito,,sí,,NRC EmoLex,media,
ira,tazón,,sí,,NRC EmoLex,media,
ira,mula,,sí,,NRC EmoLex,media,
ira,asesinato,,sí,,NRC EmoLex,media,
ira,asesino,,sí,,NRC EmoLex,media,
ira,asesino,,sí,,NRC EmoLex,media,
ira,musical,,sí,,NRC EmoLex,media,
ira,mutilación,,sí,,NRC EmoLex,media,
ira,motín,,sí,,NRC EmoLex,media,
ira,murmurar,,sí,,NRC EmoLex,media,
ira,miopía,,sí,,NRC EmoLex,media,
ira,rocín,,sí,,NRC EmoLex,media,
ira,asqueroso,,sí,,NRC EmoLex,media,
ira,negación,,sí,,NRC EmoLex,media,
ira,descuidado,,sí,,NRC EmoLex,media,
ira,nepotismo,,sí,,NRC EmoLex,media,
ira,inferior,,sí,,NRC EmoLex,media,
ira,ortiga,,sí,,NRC EmoLex,media,
ira,ruidoso,,sí,,NRC EmoLex,media,
ira,incumplimiento,,sí,,NRC EmoLex,media,
ira,notoriedad,,sí,,NRC EmoLex,media,
ira,tontería,,sí,,NRC EmoLex,media,
ira,nutrir,,sí,,NRC EmoLex,media,
ira,objeción,,sí,,NRC EmoLex,media,
ira,servicial,,sí,,NRC EmoLex,media,
ira,obliterar,,sí,,NRC EmoLex,media,
ira,borrado,,sí,,NRC EmoLex,media,
ira,olvido,,sí,,NRC EmoLex,media,
ira,desagradable,,sí,,NRC EmoLex,media,
ira,obscenidad,,sí,,NRC EmoLex,media,
ira,obstáculo,,sí,,NRC EmoLex,media,
ira,obstruir,,sí,,NRC EmoLex,media,
ira,obstructivo,,sí,,NRC EmoLex,media,
ira,odioso,,sí,,NRC EmoLex,media,
ira,ofender,,sí,,NRC EmoLex,media,
ira,ofendido,,sí,,NRC EmoLex,media,
ira,delincuente,,sí,,NRC EmoLex,media,
ira,ofensa,,sí,,NRC EmoLex,media,
ira,ofensivo,,sí,,NRC EmoLex,media,
ira,oneroso,,sí,,NRC EmoLex,media,
ira,ópera,,sí,,NRC EmoLex,media,
ira,dogmático,,sí,,NRC EmoLex,media,
ira,opio,,sí,,NRC EmoLex,media,
ira,adversario,,sí,,NRC EmoLex,media,
ira,opuesto,,sí,,NRC EmoLex,media,
ira,oposición,,sí,,NRC EmoLex,media,
ira,oprimir,,sí,,NRC EmoLex,media,
ira,opresión,,sí,,NRC EmoLex,media,
ira,opresivo,,sí,,NRC EmoLex,media,
ira,opresor,,sí,,NRC EmoLex,media,
ira,orco,,sí,,NRC EmoLex,media,
ira,orquesta,,sí,,NRC EmoLex,media,
ira,prueba,,sí,,NRC EmoLex,media,
ira,expulsar,,sí,,NRC EmoLex,media,
ira,explosión,,sí,,NRC EmoLex,media,
ira,grito,,sí,,NRC EmoLex,media,
ira,Indignacion,,sí,,NRC EmoLex,media,
ira,despótico,,sí,,NRC EmoLex,media,
ira,abrumador,,sí,,NRC EmoLex,media,
ira,caro,,sí,,NRC EmoLex,media,
ira,debido,,sí,,NRC EmoLex,media,
ira,doloroso,,sí,,NRC EmoLex,media,
ira,parálisis,,sí,,NRC EmoLex,media,
ira,cortar,,sí,,NRC EmoLex,media,
ira,tamborileo,,sí,,NRC EmoLex,media,
ira,escasez,,sí,,NRC EmoLex,media,
ira,recuperación de la inversión,,sí,,NRC EmoLex,media,
ira,multa,,sí,,NRC EmoLex,media,
ira,penetración,,sí,,NRC EmoLex,media,
ira,penitenciario,,sí,,NRC EmoLex,media,
ira,perdición,,sí,,NRC EmoLex,media,
ira,pernicioso,,sí,,NRC EmoLex,media,
ira,autor,,sí,,NRC EmoLex,media,
ira,perseguir,,sí,,NRC EmoLex,media,
ira,persecucion,,sí,,NRC EmoLex,media,
ira,perverso,,sí,,NRC EmoLex,media,
ira,perversión,,sí,,NRC EmoLex,media,
ira,pervertido,,sí,,NRC EmoLex,media,
ira,pesimismo,,sí,,NRC EmoLex,media,
ira,parásito,,sí,,NRC EmoLex,media,
ira,FALSO,,sí,,NRC EmoLex,media,
ira,piquete,,sí,,NRC EmoLex,media,
ira,piquetes,,sí,,NRC EmoLex,media,
ira,pillaje,,sí,,NRC EmoLex,media,
ira,piqué,,sí,,NRC EmoLex,media,
ira,pirata,,sí,,NRC EmoLex,media,
ira,trampa,,sí,,NRC EmoLex,media,
ira,juguetón,,sí,,NRC EmoLex,media,
ira,saquear,,sí,,NRC EmoLex,media,
ira,caza furtiva,,sí,,NRC EmoLex,media,
ira,veneno,,sí,,NRC EmoLex,media,
ira,envenenado,,sí,,NRC EmoLex,media,
ira,venenoso,,sí,,NRC EmoLex,media,
ira,polémica,,sí,,NRC EmoLex,media,
ira,política,,sí,,NRC EmoLex,media,
ira,poseído,,sí,,NRC EmoLex,media,
ira,posesión,,sí,,NRC EmoLex,media,
ira,libra,,sí,,NRC EmoLex,media,
ira,pobreza,,sí,,NRC EmoLex,media,
ira,pow,,sí,,NRC EmoLex,media,
ira,poderoso,,sí,,NRC EmoLex,media,
ira,impotente,,sí,,NRC EmoLex,media,
ira,imposibilitar,,sí,,NRC EmoLex,media,
ira,prejuicio,,sí,,NRC EmoLex,media,
ira,perjudicial,,sí,,NRC EmoLex,media,
ira,presuntuoso,,sí,,NRC EmoLex,media,
ira,fingiendo,,sí,,NRC EmoLex,media,
ira,pinchazo,,sí,,NRC EmoLex,media,
ira,prisión,,sí,,NRC EmoLex,media,
ira,prisionero,,sí,,NRC EmoLex,media,
ira,profano,,sí,,NRC EmoLex,media,
ira,blasfemia,,sí,,NRC EmoLex,media,
ira,prohibido,,sí,,NRC EmoLex,media,
ira,enjuiciar,,sí,,NRC EmoLex,media,
ira,provocación,,sí,,NRC EmoLex,media,
ira,provocador,,sí,,NRC EmoLex,media,
ira,palanca,,sí,,NRC EmoLex,media,
ira,psicosis,,sí,,NRC EmoLex,media,
ira,puñetazo,,sí,,NRC EmoLex,media,
ira,castigado,,sí,,NRC EmoLex,media,
ira,agotador,,sí,,NRC EmoLex,media,
ira,castigo,,sí,,NRC EmoLex,media,
ira,punitivo,,sí,,NRC EmoLex,media,
ira,dilema,,sí,,NRC EmoLex,media,
ira,disputa,,sí,,NRC EmoLex,media,
ira,chusma,,sí,,NRC EmoLex,media,
ira,rabioso,,sí,,NRC EmoLex,media,
ira,rabia,,sí,,NRC EmoLex,media,
ira,furioso,,sí,,NRC EmoLex,media,
ira,Redada,,sí,,NRC EmoLex,media,
ira,carril,,sí,,NRC EmoLex,media,
ira,RAM,,sí,,NRC EmoLex,media,
ira,alboroto,,sí,,NRC EmoLex,media,
ira,rescate,,sí,,NRC EmoLex,media,
ira,violación,,sí,,NRC EmoLex,media,
ira,golpecitos,,sí,,NRC EmoLex,media,
ira,bribón,,sí,,NRC EmoLex,media,
ira,clasificación,,sí,,NRC EmoLex,media,
ira,delirio,,sí,,NRC EmoLex,media,
ira,voraz,,sí,,NRC EmoLex,media,
ira,delirante,,sí,,NRC EmoLex,media,
ira,reaccionar,,sí,,NRC EmoLex,media,
ira,rebelde,,sí,,NRC EmoLex,media,
ira,rebelión,,sí,,NRC EmoLex,media,
ira,recalcitrante,,sí,,NRC EmoLex,media,
ira,recesión,,sí,,NRC EmoLex,media,
ira,reincidencia,,sí,,NRC EmoLex,media,
ira,imprudente,,sí,,NRC EmoLex,media,
ira,imprudencia,,sí,,NRC EmoLex,media,
ira,rechazar,,sí,,NRC EmoLex,media,
ira,rechazo,,sí,,NRC EmoLex,media,
ira,rechaza,,sí,,NRC EmoLex,media,
ira,preventivo,,sí,,NRC EmoLex,media,
ira,descuidado,,sí,,NRC EmoLex,media,
ira,retirar,,sí,,NRC EmoLex,media,
ira,renegado,,sí,,NRC EmoLex,media,
ira,renuncia,,sí,,NRC EmoLex,media,
ira,pagar,,sí,,NRC EmoLex,media,
ira,repelente,,sí,,NRC EmoLex,media,
ira,reprimenda,,sí,,NRC EmoLex,media,
ira,represalia,,sí,,NRC EmoLex,media,
ira,reproche,,sí,,NRC EmoLex,media,
ira,repudio,,sí,,NRC EmoLex,media,
ira,resentirse de,,sí,,NRC EmoLex,media,
ira,resentido,,sí,,NRC EmoLex,media,
ira,resentimiento,,sí,,NRC EmoLex,media,
ira,renunciar,,sí,,NRC EmoLex,media,
ira,resistencia,,sí,,NRC EmoLex,media,
ira,resistiendo,,sí,,NRC EmoLex,media,
ira,restitución,,sí,,NRC EmoLex,media,
ira,contener,,sí,,NRC EmoLex,media,
ira,restricción,,sí,,NRC EmoLex,media,
ira,tomar represalias,,sí,,NRC EmoLex,media,
ira,represalias,,sí,,NRC EmoLex,media,
ira,vengativo,,sí,,NRC EmoLex,media,
ira,retraer,,sí,,NRC EmoLex,media,
ira,venganza,,sí,,NRC EmoLex,media,
ira,venganza,,sí,,NRC EmoLex,media,
ira,inversión,,sí,,NRC EmoLex,media,
ira,revocar,,sí,,NRC EmoLex,media,
ira,revuelta,,sí,,NRC EmoLex,media,
ira,repugnante,,sí,,NRC EmoLex,media,
ira,revolución,,sí,,NRC EmoLex,media,
ira,revólver,,sí,,NRC EmoLex,media,
ira,repugnancia,,sí,,NRC EmoLex,media,
ira,reumatismo,,sí,,NRC EmoLex,media,
ira,cinta,,sí,,NRC EmoLex,media,
ira,ridículo,,sí,,NRC EmoLex,media,
ira,ridículo,,sí,,NRC EmoLex,media,
ira,rifle,,sí,,NRC EmoLex,media,
ira,campanero,,sí,,NRC EmoLex,media,
ira,disturbio,,sí,,NRC EmoLex,media,
ira,desenfrenado,,sí,,NRC EmoLex,media,
ira,rivalidad,,sí,,NRC EmoLex,media,
ira,robar,,sí,,NRC EmoLex,media,
ira,robo,,sí,,NRC EmoLex,media,
ira,cohete,,sí,,NRC EmoLex,media,
ira,torre,,sí,,NRC EmoLex,media,
ira,fila,,sí,,NRC EmoLex,media,
ira,arruinado,,sí,,NRC EmoLex,media,
ira,ruinoso,,sí,,NRC EmoLex,media,
ira,implacable,,sí,,NRC EmoLex,media,
ira,sable,,sí,,NRC EmoLex,media,
ira,sabotaje,,sí,,NRC EmoLex,media,
ira,salón,,sí,,NRC EmoLex,media,
ira,sarcasmo,,sí,,NRC EmoLex,media,
ira,satánico,,sí,,NRC EmoLex,media,
ira,salvaje,,sí,,NRC EmoLex,media,
ira,salvajismo,,sí,,NRC EmoLex,media,
ira,escandaloso,,sí,,NRC EmoLex,media,
ira,chivo expiatorio,,sí,,NRC EmoLex,media,
ira,cicatriz,,sí,,NRC EmoLex,media,
ira,escasez,,sí,,NRC EmoLex,media,
ira,susto,,sí,,NRC EmoLex,media,
ira,cisma,,sí,,NRC EmoLex,media,
ira,esquizofrenia,,sí,,NRC EmoLex,media,
ira,burla,,sí,,NRC EmoLex,media,
ira,regañar,,sí,,NRC EmoLex,media,
ira,regaño,,sí,,NRC EmoLex,media,
ira,abrasador,,sí,,NRC EmoLex,media,
ira,desdén,,sí,,NRC EmoLex,media,
ira,escorpión,,sí,,NRC EmoLex,media,
ira,sinvergüenza,,sí,,NRC EmoLex,media,
ira,azotar,,sí,,NRC EmoLex,media,
ira,tembladera,,sí,,NRC EmoLex,media,
ira,grito,,sí,,NRC EmoLex,media,
ira,gritando,,sí,,NRC EmoLex,media,
ira,atornillado,,sí,,NRC EmoLex,media,
ira,sectario,,sí,,NRC EmoLex,media,
ira,sedición,,sí,,NRC EmoLex,media,
ira,segregar,,sí,,NRC EmoLex,media,
ira,egoísta,,sí,,NRC EmoLex,media,
ira,sin sentido,,sí,,NRC EmoLex,media,
ira,frase,,sí,,NRC EmoLex,media,
ira,separatista,,sí,,NRC EmoLex,media,
ira,encadenar,,sí,,NRC EmoLex,media,
ira,tembloroso,,sí,,NRC EmoLex,media,
ira,impostor,,sí,,NRC EmoLex,media,
ira,afilar,,sí,,NRC EmoLex,media,
ira,romper,,sí,,NRC EmoLex,media,
ira,caparazón,,sí,,NRC EmoLex,media,
ira,mierda,,sí,,NRC EmoLex,media,
ira,temblar,,sí,,NRC EmoLex,media,
ira,choque,,sí,,NRC EmoLex,media,
ira,pacotilla,,sí,,NRC EmoLex,media,
ira,disparar,,sí,,NRC EmoLex,media,
ira,tiroteo,,sí,,NRC EmoLex,media,
ira,hurto,,sí,,NRC EmoLex,media,
ira,escasez,,sí,,NRC EmoLex,media,
ira,Disparo,,sí,,NRC EmoLex,media,
ira,grito,,sí,,NRC EmoLex,media,
ira,empujón,,sí,,NRC EmoLex,media,
ira,grito,,sí,,NRC EmoLex,media,
ira,estridente,,sí,,NRC EmoLex,media,
ira,rehuir,,sí,,NRC EmoLex,media,
ira,nauseabundo,,sí,,NRC EmoLex,media,
ira,hervir a fuego lento,,sí,,NRC EmoLex,media,
ira,pecado,,sí,,NRC EmoLex,media,
ira,pecaminoso,,sí,,NRC EmoLex,media,
ira,siniestro,,sí,,NRC EmoLex,media,
ira,pecador,,sí,,NRC EmoLex,media,
ira,hermandad,,sí,,NRC EmoLex,media,
ira,chisporrotear,,sí,,NRC EmoLex,media,
ira,sesgado,,sí,,NRC EmoLex,media,
ira,patinar,,sí,,NRC EmoLex,media,
ira,escaramuza,,sí,,NRC EmoLex,media,
ira,golpe,,sí,,NRC EmoLex,media,
ira,calumnia,,sí,,NRC EmoLex,media,
ira,bofetada,,sí,,NRC EmoLex,media,
ira,barra oblicua,,sí,,NRC EmoLex,media,
ira,sacrificio,,sí,,NRC EmoLex,media,
ira,matadero,,sí,,NRC EmoLex,media,
ira,matanza,,sí,,NRC EmoLex,media,
ira,esclavo,,sí,,NRC EmoLex,media,
ira,esclavitud,,sí,,NRC EmoLex,media,
ira,matar,,sí,,NRC EmoLex,media,
ira,asesino,,sí,,NRC EmoLex,media,
ira,calumnia,,sí,,NRC EmoLex,media,
ira,puta,,sí,,NRC EmoLex,media,
ira,astuto,,sí,,NRC EmoLex,media,
ira,tortazo,,sí,,NRC EmoLex,media,
ira,aplastar,,sí,,NRC EmoLex,media,
ira,oler,,sí,,NRC EmoLex,media,
ira,herir,,sí,,NRC EmoLex,media,
ira,ahogar,,sí,,NRC EmoLex,media,
ira,contrabandista,,sí,,NRC EmoLex,media,
ira,gruñido,,sí,,NRC EmoLex,media,
ira,gruñendo,,sí,,NRC EmoLex,media,
ira,furtivo,,sí,,NRC EmoLex,media,
ira,burla,,sí,,NRC EmoLex,media,
ira,socialista,,sí,,NRC EmoLex,media,
ira,soldado,,sí,,NRC EmoLex,media,
ira,sórdido,,sí,,NRC EmoLex,media,
ira,doloroso,,sí,,NRC EmoLex,media,
ira,azotar,,sí,,NRC EmoLex,media,
ira,azotaina,,sí,,NRC EmoLex,media,
ira,escupió,,sí,,NRC EmoLex,media,
ira,lanza,,sí,,NRC EmoLex,media,
ira,columna vertebral,,sí,,NRC EmoLex,media,
ira,despecho,,sí,,NRC EmoLex,media,
ira,malévolo,,sí,,NRC EmoLex,media,
ira,aplastar,,sí,,NRC EmoLex,media,
ira,puñalada,,sí,,NRC EmoLex,media,
ira,estancamiento,,sí,,NRC EmoLex,media,
ira,punto muerto,,sí,,NRC EmoLex,media,
ira,parada,,sí,,NRC EmoLex,media,
ira,robar,,sí,,NRC EmoLex,media,
ira,libra esterlina,,sí,,NRC EmoLex,media,
ira,sofocado,,sí,,NRC EmoLex,media,
ira,estigma,,sí,,NRC EmoLex,media,
ira,picadura,,sí,,NRC EmoLex,media,
ira,tacaño,,sí,,NRC EmoLex,media,
ira,robado,,sí,,NRC EmoLex,media,
ira,piedra,,sí,,NRC EmoLex,media,
ira,tormenta,,sí,,NRC EmoLex,media,
ira,asalto,,sí,,NRC EmoLex,media,
ira,tenso,,sí,,NRC EmoLex,media,
ira,estrangular,,sí,,NRC EmoLex,media,
ira,lucha,,sí,,NRC EmoLex,media,
ira,Huelga,,sí,,NRC EmoLex,media,
ira,despojado,,sí,,NRC EmoLex,media,
ira,dificil,,sí,,NRC EmoLex,media,
ira,subyugación,,sí,,NRC EmoLex,media,
ira,subvención,,sí,,NRC EmoLex,media,
ira,subversión,,sí,,NRC EmoLex,media,
ira,subversivo,,sí,,NRC EmoLex,media,
ira,ventosa,,sí,,NRC EmoLex,media,
ira,demandar,,sí,,NRC EmoLex,media,
ira,asfixia,,sí,,NRC EmoLex,media,
ira,suicida,,sí,,NRC EmoLex,media,
ira,suicidio,,sí,,NRC EmoLex,media,
ira,hosco,,sí,,NRC EmoLex,media,
ira,reprimir,,sí,,NRC EmoLex,media,
ira,supresión,,sí,,NRC EmoLex,media,
ira,supremacía,,sí,,NRC EmoLex,media,
ira,recargo,,sí,,NRC EmoLex,media,
ira,hosco,,sí,,NRC EmoLex,media,
ira,sospechoso,,sí,,NRC EmoLex,media,
ira,esvástica,,sí,,NRC EmoLex,media,
ira,abordar,,sí,,NRC EmoLex,media,
ira,garras,,sí,,NRC EmoLex,media,
ira,arancel,,sí,,NRC EmoLex,media,
ira,pulla,,sí,,NRC EmoLex,media,
ira,fastidiar,,sí,,NRC EmoLex,media,
ira,broma,,sí,,NRC EmoLex,media,
ira,tempestad,,sí,,NRC EmoLex,media,
ira,tensión,,sí,,NRC EmoLex,media,
ira,horrible,,sí,,NRC EmoLex,media,
ira,terrorismo,,sí,,NRC EmoLex,media,
ira,terrorista,,sí,,NRC EmoLex,media,
ira,aterrorizar,,sí,,NRC EmoLex,media,
ira,robo,,sí,,NRC EmoLex,media,
ira,teocrático,,sí,,NRC EmoLex,media,
ira,ladrón,,sí,,NRC EmoLex,media,
ira,desconsiderado,,sí,,NRC EmoLex,media,
ira,movimiento de piernas,,sí,,NRC EmoLex,media,
ira,amenaza,,sí,,NRC EmoLex,media,
ira,amenazar,,sí,,NRC EmoLex,media,
ira,amenazante,,sí,,NRC EmoLex,media,
ira,trillar,,sí,,NRC EmoLex,media,
ira,acelerador,,sí,,NRC EmoLex,media,
ira,matón,,sí,,NRC EmoLex,media,
ira,golpear,,sí,,NRC EmoLex,media,
ira,tremendo,,sí,,NRC EmoLex,media,
ira,pelea,,sí,,NRC EmoLex,media,
ira,apretar,,sí,,NRC EmoLex,media,
ira,diatriba,,sí,,NRC EmoLex,media,
ira,tolerar,,sí,,NRC EmoLex,media,
